"","report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"323","5/11/16","Oregon","state","zika_reported_local","US0002",NA,NA,0,"cases"
"324","5/11/16","Oregon","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"325","5/4/16","Oregon","state","zika_reported_local","US0002",NA,NA,0,"cases"
"326","5/4/16","Oregon","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"327","4/27/16","Oregon","state","zika_reported_local","US0002",NA,NA,0,"cases"
"328","4/27/16","Oregon","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"329","4/20/16","Oregon","state","zika_reported_local","US0002",NA,NA,0,"cases"
"330","4/20/16","Oregon","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"331","4/13/16","Oregon","state","zika_reported_local","US0002",NA,NA,0,"cases"
"332","4/13/16","Oregon","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"333","4/6/16","Oregon","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"334","4/6/16","Oregon","state","zika_reported_local","US0002",NA,NA,0,"cases"
"335","3/30/16","Oregon","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"336","3/30/16","Oregon","state","zika_reported_local","US0002",NA,NA,0,"cases"
"337","3/23/16","Oregon","state","zika_reported_local","US0002",NA,NA,0,"cases"
"338","3/23/16","Oregon","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"339","3/16/16","Oregon","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"340","3/16/16","Oregon","state","zika_reported_local","US0002",NA,NA,0,"cases"
"341","3/9/16","Oregon","state","zika_reported_travel","US0001",NA,NA,5,"cases"
"342","3/9/16","Oregon","state","zika_reported_local","US0002",NA,NA,0,"cases"
"343","2/24/16","Oregon","state","zika_reported_local","US0002",NA,NA,0,"cases"
"344","2/24/16","Oregon","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"345","6/29/16","Oklahoma","state","zika_reported_local","US0002",NA,NA,0,"cases"
"346","6/29/16","Oklahoma","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"347","6/22/16","Oklahoma","state","zika_reported_local","US0002",NA,NA,0,"cases"
"348","6/22/16","Oklahoma","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"349","6/15/16","Oklahoma","state","zika_reported_local","US0002",NA,NA,0,"cases"
"350","6/15/16","Oklahoma","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"351","6/8/16","Oklahoma","state","zika_reported_local","US0002",NA,NA,0,"cases"
"352","6/8/16","Oklahoma","state","zika_reported_travel","US0001",NA,NA,5,"cases"
"353","6/1/16","Oklahoma","state","zika_reported_local","US0002",NA,NA,0,"cases"
"354","6/1/16","Oklahoma","state","zika_reported_travel","US0001",NA,NA,4,"cases"
"355","5/25/16","Oklahoma","state","zika_reported_local","US0002",NA,NA,0,"cases"
"356","5/25/16","Oklahoma","state","zika_reported_travel","US0001",NA,NA,4,"cases"
"357","5/11/16","Oklahoma","state","zika_reported_local","US0002",NA,NA,0,"cases"
"358","5/11/16","Oklahoma","state","zika_reported_travel","US0001",NA,NA,4,"cases"
"359","5/4/16","Oklahoma","state","zika_reported_travel","US0001",NA,NA,4,"cases"
"360","5/4/16","Oklahoma","state","zika_reported_local","US0002",NA,NA,0,"cases"
"361","4/27/16","Oklahoma","state","zika_reported_local","US0002",NA,NA,0,"cases"
"362","4/27/16","Oklahoma","state","zika_reported_travel","US0001",NA,NA,4,"cases"
"363","4/20/16","Oklahoma","state","zika_reported_local","US0002",NA,NA,0,"cases"
"364","4/20/16","Oklahoma","state","zika_reported_travel","US0001",NA,NA,4,"cases"
"365","4/13/16","Oklahoma","state","zika_reported_local","US0002",NA,NA,0,"cases"
"366","4/13/16","Oklahoma","state","zika_reported_travel","US0001",NA,NA,3,"cases"
"367","4/6/16","Oklahoma","state","zika_reported_travel","US0001",NA,NA,3,"cases"
"368","4/6/16","Oklahoma","state","zika_reported_local","US0002",NA,NA,0,"cases"
"369","3/30/16","Oklahoma","state","zika_reported_travel","US0001",NA,NA,3,"cases"
"370","3/30/16","Oklahoma","state","zika_reported_local","US0002",NA,NA,0,"cases"
"371","3/23/16","Oklahoma","state","zika_reported_local","US0002",NA,NA,0,"cases"
"372","3/23/16","Oklahoma","state","zika_reported_travel","US0001",NA,NA,3,"cases"
"373","3/16/16","Oklahoma","state","zika_reported_travel","US0001",NA,NA,3,"cases"
"374","3/16/16","Oklahoma","state","zika_reported_local","US0002",NA,NA,0,"cases"
"375","3/9/16","Oklahoma","state","zika_reported_local","US0002",NA,NA,0,"cases"
"376","3/9/16","Oklahoma","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"377","6/29/16","Ohio","state","zika_reported_local","US0002",NA,NA,0,"cases"
"378","6/29/16","Ohio","state","zika_reported_travel","US0001",NA,NA,16,"cases"
"379","6/22/16","Ohio","state","zika_reported_local","US0002",NA,NA,0,"cases"
"380","6/22/16","Ohio","state","zika_reported_travel","US0001",NA,NA,14,"cases"
"381","6/15/16","Ohio","state","zika_reported_local","US0002",NA,NA,0,"cases"
"382","6/15/16","Ohio","state","zika_reported_travel","US0001",NA,NA,14,"cases"
"383","6/8/16","Ohio","state","zika_reported_local","US0002",NA,NA,0,"cases"
"384","6/8/16","Ohio","state","zika_reported_travel","US0001",NA,NA,14,"cases"
"385","6/1/16","Ohio","state","zika_reported_travel","US0001",NA,NA,12,"cases"
"386","6/1/16","Ohio","state","zika_reported_local","US0002",NA,NA,0,"cases"
"387","5/25/16","Ohio","state","zika_reported_travel","US0001",NA,NA,12,"cases"
"388","5/25/16","Ohio","state","zika_reported_local","US0002",NA,NA,0,"cases"
"389","5/11/16","Ohio","state","zika_reported_local","US0002",NA,NA,0,"cases"
"390","5/11/16","Ohio","state","zika_reported_travel","US0001",NA,NA,12,"cases"
"391","5/4/16","Ohio","state","zika_reported_local","US0002",NA,NA,0,"cases"
"392","5/4/16","Ohio","state","zika_reported_travel","US0001",NA,NA,12,"cases"
"393","4/27/16","Ohio","state","zika_reported_local","US0002",NA,NA,0,"cases"
"394","4/27/16","Ohio","state","zika_reported_travel","US0001",NA,NA,12,"cases"
"395","4/20/16","Ohio","state","zika_reported_local","US0002",NA,NA,0,"cases"
"396","4/20/16","Ohio","state","zika_reported_travel","US0001",NA,NA,10,"cases"
"397","4/13/16","Ohio","state","zika_reported_local","US0002",NA,NA,0,"cases"
"398","4/13/16","Ohio","state","zika_reported_travel","US0001",NA,NA,9,"cases"
"399","4/6/16","Ohio","state","zika_reported_local","US0002",NA,NA,0,"cases"
"400","4/6/16","Ohio","state","zika_reported_travel","US0001",NA,NA,9,"cases"
"401","3/30/16","Ohio","state","zika_reported_local","US0002",NA,NA,0,"cases"
"402","3/30/16","Ohio","state","zika_reported_travel","US0001",NA,NA,9,"cases"
"403","3/23/16","Ohio","state","zika_reported_local","US0002",NA,NA,0,"cases"
"404","3/23/16","Ohio","state","zika_reported_travel","US0001",NA,NA,8,"cases"
"405","3/16/16","Ohio","state","zika_reported_travel","US0001",NA,NA,8,"cases"
"406","3/16/16","Ohio","state","zika_reported_local","US0002",NA,NA,0,"cases"
"407","3/9/16","Ohio","state","zika_reported_local","US0002",NA,NA,0,"cases"
"408","3/9/16","Ohio","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"409","2/24/16","Ohio","state","zika_reported_travel","US0001",NA,NA,4,"cases"
"410","2/24/16","Ohio","state","zika_reported_local","US0002",NA,NA,0,"cases"
"411","6/29/16","North_Carolina","state","zika_reported_travel","US0001",NA,NA,16,"cases"
"412","6/29/16","North_Carolina","state","zika_reported_local","US0002",NA,NA,0,"cases"
"413","6/22/16","North_Carolina","state","zika_reported_travel","US0001",NA,NA,15,"cases"
"414","6/22/16","North_Carolina","state","zika_reported_local","US0002",NA,NA,0,"cases"
"415","6/15/16","North_Carolina","state","zika_reported_travel","US0001",NA,NA,15,"cases"
"416","6/15/16","North_Carolina","state","zika_reported_local","US0002",NA,NA,0,"cases"
"417","6/8/16","North_Carolina","state","zika_reported_travel","US0001",NA,NA,11,"cases"
"418","6/8/16","North_Carolina","state","zika_reported_local","US0002",NA,NA,0,"cases"
"419","6/1/16","North_Carolina","state","zika_reported_local","US0002",NA,NA,0,"cases"
"420","6/1/16","North_Carolina","state","zika_reported_travel","US0001",NA,NA,12,"cases"
"421","5/25/16","North_Carolina","state","zika_reported_travel","US0001",NA,NA,12,"cases"
"422","5/25/16","North_Carolina","state","zika_reported_local","US0002",NA,NA,0,"cases"
"423","5/11/16","North_Carolina","state","zika_reported_travel","US0001",NA,NA,11,"cases"
"424","5/11/16","North_Carolina","state","zika_reported_local","US0002",NA,NA,0,"cases"
"425","5/4/16","North_Carolina","state","zika_reported_travel","US0001",NA,NA,11,"cases"
"426","5/4/16","North_Carolina","state","zika_reported_local","US0002",NA,NA,0,"cases"
"427","4/27/16","North_Carolina","state","zika_reported_travel","US0001",NA,NA,10,"cases"
"428","4/27/16","North_Carolina","state","zika_reported_local","US0002",NA,NA,0,"cases"
"429","4/20/16","North_Carolina","state","zika_reported_travel","US0001",NA,NA,10,"cases"
"430","4/20/16","North_Carolina","state","zika_reported_local","US0002",NA,NA,0,"cases"
"431","4/13/16","North_Carolina","state","zika_reported_travel","US0001",NA,NA,9,"cases"
"432","4/13/16","North_Carolina","state","zika_reported_local","US0002",NA,NA,0,"cases"
"433","4/6/16","North_Carolina","state","zika_reported_travel","US0001",NA,NA,8,"cases"
"434","4/6/16","North_Carolina","state","zika_reported_local","US0002",NA,NA,0,"cases"
"435","3/30/16","North_Carolina","state","zika_reported_travel","US0001",NA,NA,7,"cases"
"436","3/30/16","North_Carolina","state","zika_reported_local","US0002",NA,NA,0,"cases"
"437","3/23/16","North_Carolina","state","zika_reported_travel","US0001",NA,NA,7,"cases"
"438","3/23/16","North_Carolina","state","zika_reported_local","US0002",NA,NA,0,"cases"
"439","3/16/16","North_Carolina","state","zika_reported_local","US0002",NA,NA,0,"cases"
"440","3/16/16","North_Carolina","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"441","3/9/16","North_Carolina","state","zika_reported_local","US0002",NA,NA,0,"cases"
"442","3/9/16","North_Carolina","state","zika_reported_travel","US0001",NA,NA,5,"cases"
"443","6/29/16","New_York","state","zika_reported_travel","US0001",NA,NA,236,"cases"
"444","6/29/16","New_York","state","zika_reported_local","US0002",NA,NA,0,"cases"
"445","6/22/16","New_York","state","zika_reported_travel","US0001",NA,NA,198,"cases"
"446","6/22/16","New_York","state","zika_reported_local","US0002",NA,NA,0,"cases"
"447","6/15/16","New_York","state","zika_reported_travel","US0001",NA,NA,174,"cases"
"448","6/15/16","New_York","state","zika_reported_local","US0002",NA,NA,0,"cases"
"449","6/8/16","New_York","state","zika_reported_local","US0002",NA,NA,0,"cases"
"450","6/8/16","New_York","state","zika_reported_travel","US0001",NA,NA,164,"cases"
"451","6/1/16","New_York","state","zika_reported_local","US0002",NA,NA,0,"cases"
"452","6/1/16","New_York","state","zika_reported_travel","US0001",NA,NA,130,"cases"
"453","5/25/16","New_York","state","zika_reported_local","US0002",NA,NA,0,"cases"
"454","5/25/16","New_York","state","zika_reported_travel","US0001",NA,NA,127,"cases"
"455","5/11/16","New_York","state","zika_reported_local","US0002",NA,NA,0,"cases"
"456","5/11/16","New_York","state","zika_reported_travel","US0001",NA,NA,98,"cases"
"457","5/4/16","New_York","state","zika_reported_travel","US0001",NA,NA,89,"cases"
"458","5/4/16","New_York","state","zika_reported_local","US0002",NA,NA,0,"cases"
"459","4/27/16","New_York","state","zika_reported_local","US0002",NA,NA,0,"cases"
"460","4/27/16","New_York","state","zika_reported_travel","US0001",NA,NA,77,"cases"
"461","4/20/16","New_York","state","zika_reported_travel","US0001",NA,NA,60,"cases"
"462","4/20/16","New_York","state","zika_reported_local","US0002",NA,NA,0,"cases"
"463","4/13/16","New_York","state","zika_reported_local","US0002",NA,NA,0,"cases"
"464","4/13/16","New_York","state","zika_reported_travel","US0001",NA,NA,54,"cases"
"465","4/6/16","New_York","state","zika_reported_travel","US0001",NA,NA,55,"cases"
"466","4/6/16","New_York","state","zika_reported_local","US0002",NA,NA,0,"cases"
"467","3/30/16","New_York","state","zika_reported_travel","US0001",NA,NA,46,"cases"
"468","3/30/16","New_York","state","zika_reported_local","US0002",NA,NA,0,"cases"
"469","3/23/16","New_York","state","zika_reported_travel","US0001",NA,NA,43,"cases"
"470","3/23/16","New_York","state","zika_reported_local","US0002",NA,NA,0,"cases"
"471","3/16/16","New_York","state","zika_reported_travel","US0001",NA,NA,42,"cases"
"472","3/16/16","New_York","state","zika_reported_local","US0002",NA,NA,0,"cases"
"473","3/9/16","New_York","state","zika_reported_local","US0002",NA,NA,0,"cases"
"474","3/9/16","New_York","state","zika_reported_travel","US0001",NA,NA,25,"cases"
"475","2/24/16","New_York","state","zika_reported_local","US0002",NA,NA,0,"cases"
"476","2/24/16","New_York","state","zika_reported_travel","US0001",NA,NA,17,"cases"
"477","6/29/16","New_Mexico","state","zika_reported_local","US0002",NA,NA,0,"cases"
"478","6/29/16","New_Mexico","state","zika_reported_travel","US0001",NA,NA,3,"cases"
"479","6/22/16","New_Mexico","state","zika_reported_local","US0002",NA,NA,0,"cases"
"480","6/22/16","New_Mexico","state","zika_reported_travel","US0001",NA,NA,3,"cases"
"481","6/15/16","New_Mexico","state","zika_reported_local","US0002",NA,NA,0,"cases"
"482","6/15/16","New_Mexico","state","zika_reported_travel","US0001",NA,NA,3,"cases"
"483","6/8/16","New_Mexico","state","zika_reported_local","US0002",NA,NA,0,"cases"
"484","6/8/16","New_Mexico","state","zika_reported_travel","US0001",NA,NA,3,"cases"
"485","6/1/16","New_Mexico","state","zika_reported_local","US0002",NA,NA,0,"cases"
"486","6/1/16","New_Mexico","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"487","5/25/16","New_Mexico","state","zika_reported_local","US0002",NA,NA,0,"cases"
"488","5/25/16","New_Mexico","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"489","4/20/16","New_Mexico","state","zika_reported_local","US0002",NA,NA,0,"cases"
"490","4/20/16","New_Mexico","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"491","6/29/16","New_Jersey","state","zika_reported_local","US0002",NA,NA,0,"cases"
"492","6/29/16","New_Jersey","state","zika_reported_travel","US0001",NA,NA,21,"cases"
"493","6/22/16","New_Jersey","state","zika_reported_local","US0002",NA,NA,0,"cases"
"494","6/22/16","New_Jersey","state","zika_reported_travel","US0001",NA,NA,17,"cases"
"495","6/15/16","New_Jersey","state","zika_reported_local","US0002",NA,NA,0,"cases"
"496","6/15/16","New_Jersey","state","zika_reported_travel","US0001",NA,NA,17,"cases"
"497","6/8/16","New_Jersey","state","zika_reported_local","US0002",NA,NA,0,"cases"
"498","6/8/16","New_Jersey","state","zika_reported_travel","US0001",NA,NA,17,"cases"
"499","6/1/16","New_Jersey","state","zika_reported_travel","US0001",NA,NA,14,"cases"
"500","6/1/16","New_Jersey","state","zika_reported_local","US0002",NA,NA,0,"cases"
"501","5/25/16","New_Jersey","state","zika_reported_local","US0002",NA,NA,0,"cases"
"502","5/25/16","New_Jersey","state","zika_reported_travel","US0001",NA,NA,14,"cases"
"503","5/11/16","New_Jersey","state","zika_reported_local","US0002",NA,NA,0,"cases"
"504","5/11/16","New_Jersey","state","zika_reported_travel","US0001",NA,NA,12,"cases"
"505","5/4/16","New_Jersey","state","zika_reported_local","US0002",NA,NA,0,"cases"
"506","5/4/16","New_Jersey","state","zika_reported_travel","US0001",NA,NA,9,"cases"
"507","4/27/16","New_Jersey","state","zika_reported_local","US0002",NA,NA,0,"cases"
"508","4/27/16","New_Jersey","state","zika_reported_travel","US0001",NA,NA,9,"cases"
"509","4/20/16","New_Jersey","state","zika_reported_local","US0002",NA,NA,0,"cases"
"510","4/20/16","New_Jersey","state","zika_reported_travel","US0001",NA,NA,8,"cases"
"511","4/13/16","New_Jersey","state","zika_reported_local","US0002",NA,NA,0,"cases"
"512","4/13/16","New_Jersey","state","zika_reported_travel","US0001",NA,NA,8,"cases"
"513","4/6/16","New_Jersey","state","zika_reported_travel","US0001",NA,NA,5,"cases"
"514","4/6/16","New_Jersey","state","zika_reported_local","US0002",NA,NA,0,"cases"
"515","3/30/16","New_Jersey","state","zika_reported_travel","US0001",NA,NA,5,"cases"
"516","3/30/16","New_Jersey","state","zika_reported_local","US0002",NA,NA,0,"cases"
"517","3/23/16","New_Jersey","state","zika_reported_local","US0002",NA,NA,0,"cases"
"518","3/23/16","New_Jersey","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"519","3/16/16","New_Jersey","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"520","3/16/16","New_Jersey","state","zika_reported_local","US0002",NA,NA,0,"cases"
"521","3/9/16","New_Jersey","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"522","3/9/16","New_Jersey","state","zika_reported_local","US0002",NA,NA,0,"cases"
"523","2/24/16","New_Jersey","state","zika_reported_local","US0002",NA,NA,0,"cases"
"524","2/24/16","New_Jersey","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"525","6/29/16","New_Hampshire","state","zika_reported_travel","US0001",NA,NA,4,"cases"
"526","6/29/16","New_Hampshire","state","zika_reported_local","US0002",NA,NA,0,"cases"
"527","6/22/16","New_Hampshire","state","zika_reported_travel","US0001",NA,NA,4,"cases"
"528","6/22/16","New_Hampshire","state","zika_reported_local","US0002",NA,NA,0,"cases"
"529","6/15/16","New_Hampshire","state","zika_reported_travel","US0001",NA,NA,4,"cases"
"530","6/15/16","New_Hampshire","state","zika_reported_local","US0002",NA,NA,0,"cases"
"531","6/8/16","New_Hampshire","state","zika_reported_travel","US0001",NA,NA,4,"cases"
"532","6/8/16","New_Hampshire","state","zika_reported_local","US0002",NA,NA,0,"cases"
"533","6/1/16","New_Hampshire","state","zika_reported_travel","US0001",NA,NA,4,"cases"
"534","6/1/16","New_Hampshire","state","zika_reported_local","US0002",NA,NA,0,"cases"
"535","5/25/16","New_Hampshire","state","zika_reported_travel","US0001",NA,NA,3,"cases"
"536","5/25/16","New_Hampshire","state","zika_reported_local","US0002",NA,NA,0,"cases"
"537","5/11/16","New_Hampshire","state","zika_reported_local","US0002",NA,NA,0,"cases"
"538","5/11/16","New_Hampshire","state","zika_reported_travel","US0001",NA,NA,3,"cases"
"539","5/4/16","New_Hampshire","state","zika_reported_travel","US0001",NA,NA,3,"cases"
"540","5/4/16","New_Hampshire","state","zika_reported_local","US0002",NA,NA,0,"cases"
"541","4/27/16","New_Hampshire","state","zika_reported_travel","US0001",NA,NA,3,"cases"
"542","4/27/16","New_Hampshire","state","zika_reported_local","US0002",NA,NA,0,"cases"
"543","4/20/16","New_Hampshire","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"544","4/20/16","New_Hampshire","state","zika_reported_local","US0002",NA,NA,0,"cases"
"545","4/13/16","New_Hampshire","state","zika_reported_local","US0002",NA,NA,0,"cases"
"546","4/13/16","New_Hampshire","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"547","4/6/16","New_Hampshire","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"548","4/6/16","New_Hampshire","state","zika_reported_local","US0002",NA,NA,0,"cases"
"549","3/30/16","New_Hampshire","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"550","3/30/16","New_Hampshire","state","zika_reported_local","US0002",NA,NA,0,"cases"
"551","3/23/16","New_Hampshire","state","zika_reported_local","US0002",NA,NA,0,"cases"
"552","3/23/16","New_Hampshire","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"553","3/16/16","New_Hampshire","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"554","3/16/16","New_Hampshire","state","zika_reported_local","US0002",NA,NA,0,"cases"
"555","3/9/16","New_Hampshire","state","zika_reported_local","US0002",NA,NA,0,"cases"
"556","3/9/16","New_Hampshire","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"557","6/29/16","Nevada","state","zika_reported_travel","US0001",NA,NA,7,"cases"
"558","6/29/16","Nevada","state","zika_reported_local","US0002",NA,NA,0,"cases"
"559","6/22/16","Nevada","state","zika_reported_travel","US0001",NA,NA,7,"cases"
"560","6/22/16","Nevada","state","zika_reported_local","US0002",NA,NA,0,"cases"
"561","6/15/16","Nevada","state","zika_reported_travel","US0001",NA,NA,7,"cases"
"562","6/15/16","Nevada","state","zika_reported_local","US0002",NA,NA,0,"cases"
"563","6/8/16","Nevada","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"564","6/8/16","Nevada","state","zika_reported_local","US0002",NA,NA,0,"cases"
"565","6/1/16","Nevada","state","zika_reported_local","US0002",NA,NA,0,"cases"
"566","6/1/16","Nevada","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"567","5/25/16","Nevada","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"568","5/25/16","Nevada","state","zika_reported_local","US0002",NA,NA,0,"cases"
"569","4/20/16","Nevada","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"570","4/20/16","Nevada","state","zika_reported_local","US0002",NA,NA,0,"cases"
"571","4/13/16","Nevada","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"572","4/13/16","Nevada","state","zika_reported_local","US0002",NA,NA,0,"cases"
"573","4/6/16","Nevada","state","zika_reported_local","US0002",NA,NA,0,"cases"
"574","4/6/16","Nevada","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"575","3/30/16","Nevada","state","zika_reported_local","US0002",NA,NA,0,"cases"
"576","3/30/16","Nevada","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"577","6/29/16","Nebraska","state","zika_reported_local","US0002",NA,NA,0,"cases"
"578","6/29/16","Nebraska","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"579","6/22/16","Nebraska","state","zika_reported_local","US0002",NA,NA,0,"cases"
"580","6/22/16","Nebraska","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"581","6/15/16","Nebraska","state","zika_reported_local","US0002",NA,NA,0,"cases"
"582","6/15/16","Nebraska","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"583","6/8/16","Nebraska","state","zika_reported_local","US0002",NA,NA,0,"cases"
"584","6/8/16","Nebraska","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"585","6/1/16","Nebraska","state","zika_reported_local","US0002",NA,NA,0,"cases"
"586","6/1/16","Nebraska","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"587","5/25/16","Nebraska","state","zika_reported_local","US0002",NA,NA,0,"cases"
"588","5/25/16","Nebraska","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"589","5/11/16","Nebraska","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"590","5/11/16","Nebraska","state","zika_reported_local","US0002",NA,NA,0,"cases"
"591","5/4/16","Nebraska","state","zika_reported_local","US0002",NA,NA,0,"cases"
"592","5/4/16","Nebraska","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"593","4/27/16","Nebraska","state","zika_reported_local","US0002",NA,NA,0,"cases"
"594","4/27/16","Nebraska","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"595","4/20/16","Nebraska","state","zika_reported_local","US0002",NA,NA,0,"cases"
"596","4/20/16","Nebraska","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"597","4/13/16","Nebraska","state","zika_reported_local","US0002",NA,NA,0,"cases"
"598","4/13/16","Nebraska","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"599","4/6/16","Nebraska","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"600","4/6/16","Nebraska","state","zika_reported_local","US0002",NA,NA,0,"cases"
"601","3/30/16","Nebraska","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"602","3/30/16","Nebraska","state","zika_reported_local","US0002",NA,NA,0,"cases"
"603","3/23/16","Nebraska","state","zika_reported_local","US0002",NA,NA,0,"cases"
"604","3/23/16","Nebraska","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"605","3/16/16","Nebraska","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"606","3/16/16","Nebraska","state","zika_reported_local","US0002",NA,NA,0,"cases"
"607","3/9/16","Nebraska","state","zika_reported_local","US0002",NA,NA,0,"cases"
"608","3/9/16","Nebraska","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"609","2/24/16","Nebraska","state","zika_reported_local","US0002",NA,NA,0,"cases"
"610","2/24/16","Nebraska","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"611","6/29/16","Montana","state","zika_reported_local","US0002",NA,NA,0,"cases"
"612","6/29/16","Montana","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"613","6/22/16","Montana","state","zika_reported_local","US0002",NA,NA,0,"cases"
"614","6/22/16","Montana","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"615","6/15/16","Montana","state","zika_reported_local","US0002",NA,NA,0,"cases"
"616","6/15/16","Montana","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"617","6/8/16","Montana","state","zika_reported_local","US0002",NA,NA,0,"cases"
"618","6/8/16","Montana","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"619","6/1/16","Montana","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"620","6/1/16","Montana","state","zika_reported_local","US0002",NA,NA,0,"cases"
"621","5/25/16","Montana","state","zika_reported_local","US0002",NA,NA,0,"cases"
"622","5/25/16","Montana","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"623","5/11/16","Montana","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"624","5/11/16","Montana","state","zika_reported_local","US0002",NA,NA,0,"cases"
"625","5/4/16","Montana","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"626","5/4/16","Montana","state","zika_reported_local","US0002",NA,NA,0,"cases"
"627","4/27/16","Montana","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"628","4/27/16","Montana","state","zika_reported_local","US0002",NA,NA,0,"cases"
"629","4/20/16","Montana","state","zika_reported_local","US0002",NA,NA,0,"cases"
"630","4/20/16","Montana","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"631","4/13/16","Montana","state","zika_reported_local","US0002",NA,NA,0,"cases"
"632","4/13/16","Montana","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"633","4/6/16","Montana","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"634","4/6/16","Montana","state","zika_reported_local","US0002",NA,NA,0,"cases"
"635","3/30/16","Montana","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"636","3/30/16","Montana","state","zika_reported_local","US0002",NA,NA,0,"cases"
"637","3/23/16","Montana","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"638","3/23/16","Montana","state","zika_reported_local","US0002",NA,NA,0,"cases"
"639","3/16/16","Montana","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"640","3/16/16","Montana","state","zika_reported_local","US0002",NA,NA,0,"cases"
"641","3/9/16","Montana","state","zika_reported_local","US0002",NA,NA,0,"cases"
"642","3/9/16","Montana","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"643","6/29/16","Missouri","state","zika_reported_local","US0002",NA,NA,0,"cases"
"644","6/29/16","Missouri","state","zika_reported_travel","US0001",NA,NA,5,"cases"
"645","6/22/16","Missouri","state","zika_reported_local","US0002",NA,NA,0,"cases"
"646","6/22/16","Missouri","state","zika_reported_travel","US0001",NA,NA,5,"cases"
"647","6/15/16","Missouri","state","zika_reported_local","US0002",NA,NA,0,"cases"
"648","6/15/16","Missouri","state","zika_reported_travel","US0001",NA,NA,4,"cases"
"649","6/8/16","Missouri","state","zika_reported_local","US0002",NA,NA,0,"cases"
"650","6/8/16","Missouri","state","zika_reported_travel","US0001",NA,NA,4,"cases"
"651","6/1/16","Missouri","state","zika_reported_local","US0002",NA,NA,0,"cases"
